EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
6.4.1.1,Laura1metabat.53,Laura1,Pyruvate carboxylase,pycA,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.53,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.53,Laura1,3-oxoadipate enol-lactonase 2,catD_2,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.3.5.4,Laura1metabat.53,Laura1,Fumarate reductase flavoprotein subunit,ifcA,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.53,Laura1,Pyruvate dehydrogenase E1 component subunit beta,pdhB,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
4.2.1.80,Laura1metabat.53,Laura1,2-keto-4-pentenoate hydratase,mhpD_3,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.2,Laura1metabat.53,Laura1,"Fumarate hydratase class I, aerobic",fumA,Mesorhizobium sediminum,0.37,species,Medium,Citrate cycle (TCA cycle)
1.1.99.31,Laura1metabat.53,Laura1,(S)-mandelate dehydrogenase,mdlB_2,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_4,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,putative enoyl-CoA hydratase echA8,echA8_4,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.3.1.32,Laura1metabat.53,Laura1,Maleylacetate reductase,tfdF,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.14.13.24,Laura1metabat.53,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.84,Laura1metabat.53,Laura1,High-molecular weight cobalt-containing nitrile hydratase subunit alpha,nhhA,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.84,Laura1metabat.53,Laura1,Nitrile hydratase subunit beta,nthB,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.1.99.31,Laura1metabat.53,Laura1,(S)-mandelate dehydrogenase,mdlB_3,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.14.13.2,Laura1metabat.53,Laura1,p-hydroxybenzoate hydroxylase,pobA,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.53,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Mesorhizobium sediminum,0.37,species,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.53,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.53,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Mesorhizobium sediminum,0.37,species,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.53,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
5.5.1.2,Laura1metabat.53,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
2.1.1.341,Laura1metabat.53,Laura1,Vanillate/3-O-methylgallate O-demethylase,ligM,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
4.2.1.83,Laura1metabat.53,Laura1,4-oxalmesaconate hydratase,galB,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.1.3.17,Laura1metabat.53,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.53,Laura1,Acetyl-CoA acetyltransferase,phaA,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,Enoyl-CoA-hydratase,dpgD_2,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.53,Laura1,Enoyl-CoA-hydratase,dpgD_2,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.2.1.67,Laura1metabat.53,Laura1,Vanillin dehydrogenase,vdh,Mesorhizobium sediminum,0.37,species,Medium,Aminobenzoate degradation
1.13.11.37,Laura1metabat.53,Laura1,"Hydroxyquinol 1,2-dioxygenase",npcC,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.53,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.53,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
2.3.1.174,Laura1metabat.53,Laura1,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Mesorhizobium sediminum,0.37,species,Medium,Benzoate degradation
1.8.1.4,Laura1metabat.54,Laura1,Dihydrolipoyl dehydrogenase,lpdC,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.54,Laura1,Pyruvate carboxylase,pycA,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.54,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.54,Laura1,Malate:quinone oxidoreductase,mqo,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.14.13.23,Laura1metabat.54,Laura1,3-hydroxybenzoate 4-monooxygenase,mobA,Actinobacteria,0.34,class,High,Polycyclic aromatic hydrocarbon degradation
1.14.13.23,Laura1metabat.54,Laura1,3-hydroxybenzoate 4-monooxygenase,mobA,Actinobacteria,0.34,class,High,Benzoate degradation
4.2.1.17,Laura1metabat.54,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Actinobacteria,0.34,class,High,Benzoate degradation
4.2.1.17,Laura1metabat.54,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Actinobacteria,0.34,class,High,Aminobenzoate degradation
1.1.1.157,Laura1metabat.54,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2,Actinobacteria,0.34,class,High,Benzoate degradation
2.3.1.174,Laura1metabat.54,Laura1,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Actinobacteria,0.34,class,High,Benzoate degradation
1.13.11.2,Laura1metabat.54,Laura1,"Catechol-2,3-dioxygenase",catE,Actinobacteria,0.34,class,High,Benzoate degradation
1.6.5.7,Laura1metabat.54,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Actinobacteria,0.34,class,High,Aminobenzoate degradation
4.2.1.17,Laura1metabat.54,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Actinobacteria,0.34,class,High,Benzoate degradation
4.2.1.17,Laura1metabat.54,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Actinobacteria,0.34,class,High,Aminobenzoate degradation
6.2.1.5,Laura1metabat.54,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.54,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.54,Laura1,Isocitrate dehydrogenase [NADP],icd,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.54,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Actinobacteria,0.34,class,High,Benzoate degradation
4.2.1.3,Laura1metabat.54,Laura1,Aconitate hydratase A,acnA,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.54,Laura1,Dihydrolipoyl dehydrogenase,pdhD,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.54,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,dlaT,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.54,Laura1,Pyruvate dehydrogenase E1 component,aceE,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.54,Laura1,Fumarate hydratase class II,fumC,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.54,Laura1,putative acetyl-CoA acetyltransferase,NA,Actinobacteria,0.34,class,High,Benzoate degradation
1.3.5.1,Laura1metabat.54,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.54,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
4.1.1.32,Laura1metabat.54,Laura1,Phosphoenolpyruvate carboxykinase [GTP],pckG,Actinobacteria,0.34,class,High,Citrate cycle (TCA cycle)
1.2.1.85,Laura1metabat.54,Laura1,2-hydroxymuconic semialdehyde dehydrogenase,xylG_2,Actinobacteria,0.34,class,High,Benzoate degradation
2.3.1.16,Laura1metabat.55,Laura1,3-ketoacyl-CoA thiolase,fadA,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
2.3.1.9,Laura1metabat.55,Laura1,Acetyl-CoA acetyltransferase,thlA,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
4.2.1.17,Laura1metabat.55,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
4.2.1.17,Laura1metabat.55,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Phyllobacteriaceae,0.52,family,Low,Aminobenzoate degradation
1.14.13.2,Laura1metabat.55,Laura1,p-hydroxybenzoate hydroxylase,pobA,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
1.13.11.3,Laura1metabat.55,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Phyllobacteriaceae,0.52,family,Low,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.55,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
1.13.11.3,Laura1metabat.55,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Phyllobacteriaceae,0.52,family,Low,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.55,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
5.5.1.2,Laura1metabat.55,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Phyllobacteriaceae,0.52,family,Low,Benzoate degradation
2.3.1.12,Laura1metabat.56,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.56,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.56,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.56,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.56,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.56,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.56,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.56,Laura1,Malate dehydrogenase,mdh,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.56,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.56,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.56,Laura1,Aconitate hydratase A,acnA,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.56,Laura1,Acetyl-CoA acetyltransferase,phaA,Chelatococcus,0.68,genus,Low,Benzoate degradation
5.5.1.1,Laura1metabat.56,Laura1,Muconate cycloisomerase 1,catB,Chelatococcus,0.68,genus,Low,Benzoate degradation
4.1.3.17,Laura1metabat.56,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK,Chelatococcus,0.68,genus,Low,Benzoate degradation
3.6.1.7,Laura1metabat.56,Laura1,Acylphosphatase,yccX,Chelatococcus,0.68,genus,Low,Aminobenzoate degradation
4.2.1.80,Laura1metabat.56,Laura1,2-keto-4-pentenoate hydratase,mhpD,Chelatococcus,0.68,genus,Low,Benzoate degradation
1.2.4.1,Laura1metabat.56,Laura1,Pyruvate dehydrogenase E1 component,aceE,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.56,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Chelatococcus,0.68,genus,Low,Benzoate degradation
1.14.13.24,Laura1metabat.56,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Chelatococcus,0.68,genus,Low,Benzoate degradation
3.1.1.24,Laura1metabat.56,Laura1,3-oxoadipate enol-lactonase 2,catD,Chelatococcus,0.68,genus,Low,Benzoate degradation
1.1.1.42,Laura1metabat.56,Laura1,Isocitrate dehydrogenase [NADP],icd,Chelatococcus,0.68,genus,Low,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.57,Laura1,Dihydrolipoyl dehydrogenase,lpdC,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.57,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2,Rhodococcus,0.97,genus,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.57,Laura1,3-oxoadipate enol-lactonase 2,catD,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.57,Laura1,3-ketoacyl-CoA thiolase FadI,fadI,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.1.1.32,Laura1metabat.57,Laura1,Phosphoenolpyruvate carboxykinase [GTP],pckG,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase 1,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase 1,NA,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.2.7.3,Laura1metabat.57,Laura1,2-oxoglutarate oxidoreductase subunit KorB,korB,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.2.7.3,Laura1metabat.57,Laura1,2-oxoglutarate oxidoreductase subunit KorA,korA,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.8.3.6,Laura1metabat.57,Laura1,3-oxoadipate CoA-transferase subunit A,catI,Rhodococcus,0.97,genus,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.57,Laura1,3-oxoadipate CoA-transferase subunit B,catJ,Rhodococcus,0.97,genus,Medium,Benzoate degradation
2.3.1.16,Laura1metabat.57,Laura1,3-ketoacyl-CoA thiolase,fadA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.57,Laura1,Acetyl-CoA acetyltransferase,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
2.3.1.12,Laura1metabat.57,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.57,Laura1,Acetyl-CoA acetyltransferase,thlA_1,Rhodococcus,0.97,genus,Medium,Benzoate degradation
1.1.1.42,Laura1metabat.57,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.57,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.57,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA_1,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.57,Laura1,putative malate:quinone oxidoreductase,mqo_1,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
3.6.1.7,Laura1metabat.57,Laura1,Acylphosphatase,acyP,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.13.11.3,Laura1metabat.57,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Rhodococcus,0.97,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.57,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Rhodococcus,0.97,genus,Medium,Benzoate degradation
6.4.1.1,Laura1metabat.57,Laura1,Pyruvate carboxylase,pycA,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.8.3.18,Laura1metabat.57,Laura1,Succinyl-CoA:acetate CoA-transferase,NA,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.57,Laura1,Steroid 3-ketoacyl-CoA thiolase,fadA5_1,Rhodococcus,0.97,genus,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.57,Laura1,putative acetyl-CoA acetyltransferase,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.57,Laura1,Acetyl-CoA acetyltransferase,thlA_2,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.3,Laura1metabat.57,Laura1,Aconitate hydratase A,acnA,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.57,Laura1,putative malate:quinone oxidoreductase,mqo_2,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.57,Laura1,putative malate:quinone oxidoreductase,mqo_3,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.57,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.57,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,dlaT,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.57,Laura1,Pyruvate dehydrogenase E1 component,aceE,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
3.5.1.4,Laura1metabat.57,Laura1,Putative amidase AmiA2,amiA2_1,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA17,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA17,NA,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
2.3.1.174,Laura1metabat.57,Laura1,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Rhodococcus,0.97,genus,Medium,Benzoate degradation
3.5.1.4,Laura1metabat.57,Laura1,Putative amidase AmiA2,amiA2_2,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.14.12.1,Laura1metabat.57,Laura1,"Anthranilate 1,2-dioxygenase large subunit",antA,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.3.5.4,Laura1metabat.57,Laura1,Fumarate reductase flavoprotein subunit,ifcA_1,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.14.99.15,Laura1metabat.57,Laura1,Cytochrome p450 CYP199A2,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
3.1.8.1,Laura1metabat.57,Laura1,Parathion hydrolase,opd,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.3.5.1,Laura1metabat.57,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.57,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA_2,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.14.13.24,Laura1metabat.57,Laura1,3-hydroxybenzoate 6-hydroxylase,NA,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.57,Laura1,"Fumarate hydratase class I, anaerobic",fumB,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.2.1.28,Laura1metabat.57,Laura1,Benzaldehyde dehydrogenase [NAD(+)],xylC,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
3.5.1.4,Laura1metabat.57,Laura1,Acetamidase,amdA,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
4.2.1.2,Laura1metabat.57,Laura1,Fumarate hydratase class II,fumC,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.57,Laura1,Enoyl-CoA-hydratase,dpgD,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,Enoyl-CoA-hydratase,dpgD,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
6.2.1.5,Laura1metabat.57,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.57,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA6,echA6,Rhodococcus,0.97,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.57,Laura1,putative enoyl-CoA hydratase echA6,echA6,Rhodococcus,0.97,genus,Medium,Aminobenzoate degradation
1.3.5.4,Laura1metabat.57,Laura1,Fumarate reductase flavoprotein subunit,ifcA_2,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.57,Laura1,Steroid 3-ketoacyl-CoA thiolase,fadA5_2,Rhodococcus,0.97,genus,Medium,Benzoate degradation
1.3.5.4,Laura1metabat.57,Laura1,Fumarate reductase flavoprotein subunit,ifcA_3,Rhodococcus,0.97,genus,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.58,Laura1,Dihydrolipoyl dehydrogenase,lpd,NA,NA,NA,High,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.58,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,aceF,NA,NA,NA,High,Citrate cycle (TCA cycle)
4.1.3.17,Laura1metabat.58,Laura1,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,NA,NA,NA,NA,High,Benzoate degradation
1.1.1.42,Laura1metabat.58,Laura1,Isocitrate dehydrogenase [NADP],icd_1,NA,NA,NA,High,Citrate cycle (TCA cycle)
4.2.1.80,Laura1metabat.58,Laura1,2-keto-4-pentenoate hydratase,mhpD,NA,NA,NA,High,Benzoate degradation
4.2.1.17,Laura1metabat.58,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,NA,NA,NA,High,Benzoate degradation
